source,destination,time,ms,labels_popped,truncated,routes
BHG,BHC,12:00,140.186,86755,1,26
VG,SWPR,07:00,19.575,8626,0,50
RNE,RGU,05:00,7.476,2012,0,50
MZL,VNUP,09:00,133.161,69937,1,22
NPBR,CPU,00:00,3.469,1,0,0
BOKE,DNM,14:00,3.444,1,0,0
DPL,RJT,01:00,11.078,5812,0,50
NGO,URD,12:00,6.727,3408,0,50
KPE,ATH,21:00,3.212,1,0,0
VGN,GOK,19:00,3.279,1,0,0
BPA,GAI,11:00,5.508,1666,0,50
VSKP,BNG,14:00,11.015,4144,0,50
KRBA,MLN,22:00,2.773,1,0,0
PUN,LAV,19:00,3.256,1,0,0
MVI,NLDA,03:00,17.911,8450,0,50
BPP,ATU,08:00,1.585,1,0,0
BMKI,TMV,14:00,4.539,774,0,50
DDA,BJL,08:00,18.057,19337,0,50
JAA,KEU,13:00,5.980,3187,0,50
KHNM,JJN,14:00,15.062,6883,0,50
BWI,TUL,06:00,16.813,9636,0,50
DIVA,TMZ,02:00,1.859,1,0,0
NS,CND,11:00,8.461,3336,0,50
ST,AHA,15:00,9.081,2222,0,50
WZJ,FDN,16:00,4.490,1,0,0
SCT,GNA,20:00,4.152,1,0,0
SRJ,SKGH,06:00,8.236,4200,0,50
TKE,MAD,06:00,7.448,1641,0,50
NDAE,QSR,05:00,7.392,3514,0,50
KMC,VRI,20:00,9.784,3175,0,50
PUN,PNU,13:00,4.441,1,0,0
RKMP,CDMR,15:00,73.856,31084,0,50
BAQ,CBX,07:00,7.871,4280,0,50
MAHE,PYGS,23:00,8.365,2489,0,50
DUD,TRK,12:00,3.989,615,0,50
ATRU,PNSA,03:00,3.648,797,0,50
BLU,BRAM,16:00,2.717,1,0,0
PNF,BINA,19:00,4.960,1,0,0
VDA,CUPJ,11:00,6.120,2129,0,50
KUCE,BTI,20:00,4.426,7,0,0
HAS,PPI,09:00,10.688,4690,0,50
LWR,RAY,14:00,7.797,3500,0,50
PTA,KUN,14:00,3.991,1,0,0
GCH,BLPU,13:00,10.680,3674,0,50
BTK,OPM,02:00,5.891,3963,0,50
SPRD,MKDD,15:00,3.884,1,0,0
SRF,RDF,10:00,6.808,2920,0,50
BVC,BVI,11:00,6.121,763,0,50
MDE,ADVI,19:00,6.977,1554,0,50
DLD,PRYJ,17:00,9.474,1300,0,50
SRPJ,WTP,06:00,1.513,1,0,0
BKL,CLR,09:00,14.707,8076,0,50
SRJM,RXL,15:00,10.061,3910,0,50
CPP,GK,13:00,4.284,1,0,0
PSB,PPI,19:00,7.758,1018,0,50
MUT,MUR,04:00,27.485,11819,0,50
ON,HNK,09:00,5.561,2357,0,50
RNJ,LS,13:00,8.370,1505,0,50
LGH,AD,20:00,7.090,3674,0,50
RDF,SHZ,00:00,5.464,2985,0,50
SGS,PTRD,00:00,13.441,5391,0,50
CPDR,PUT,22:00,3.632,1,0,0
RBG,HX,16:00,11.838,7059,0,50
GRD,RAH,03:00,5.172,2465,0,50
SINI,GHQ,11:00,10.360,4896,0,50
SRC,KTPR,23:00,2.812,1,0,0
BP,HYB,09:00,63.700,42732,0,50
KKDI,NGN,17:00,6.922,2001,0,50
RMPB,SSM,05:00,7.078,1603,0,50
MO,BRRD,09:00,12.171,4793,0,50
NMZ,JUJA,00:00,11.558,5558,0,50
PAY,CCH,00:00,37.615,15217,0,50
ANH,MWQ,04:00,4.251,1013,0,50
HNL,CGL,19:00,3.446,1,0,0
JJG,BIX,09:00,3.210,1118,0,50
MMVR,SPTR,11:00,37.671,22429,0,50
KUV,NGA,17:00,2.452,1,0,0
BDJ,BLH,13:00,5.462,2396,0,50
DDDM,MDT,16:00,4.963,1666,0,50
MDR,BANE,14:00,7.291,3531,0,50
KRBP,NSD,14:00,5.958,1070,0,50
SAPT,MRE,06:00,6.240,2757,0,50
AME,SFC,07:00,17.497,8270,0,50
KT,NDB,01:00,18.172,7363,0,50
BTC,BBSN,16:00,6.990,1890,0,50
GUNA,PTRU,18:00,25.767,10812,0,50
VV,PGI,05:00,7.142,2129,0,50
ROU,SFG,12:00,20.005,5342,0,50
LAT,KHT,08:00,4.269,1,0,0
BSTP,BOR,07:00,5.305,1339,0,50
PPZ,KGD,05:00,6.246,3891,0,50
BHW,IGR,05:00,47.000,38297,0,50
BDBA,MPJ,19:00,3.460,1,0,0
PQL,RGDA,23:00,3.724,1,0,0
PPNS,TPG,07:00,2.331,1,0,0
NGAN,CAG,10:00,6.433,1966,0,50
NDKD,NDAE,11:00,7.782,1664,0,50
RNW,CCH,02:00,10.725,2961,0,50
ODM,JTP,23:00,1.820,1,0,0
SHZ,PUKK,09:00,1.317,1,0,0
PRP,MIL,22:00,4.423,1,0,0
MMV,CPH,04:00,15.631,4883,0,50
MFJ,HSP,23:00,3.165,1,0,0
GUP,BWPL,00:00,34.236,11108,0,50
PCX,AMI,14:00,8.033,1,0,0
SGRA,MML,06:00,19.664,3823,0,50
PBKS,KZJ,22:00,5.878,1,0,0
GDA,RNE,22:00,33.875,9199,0,50
BAZ,DOR,20:00,4.439,1,0,0
KEH,DDDM,20:00,4.395,1,0,0
JAIS,SINI,11:00,11.028,2789,0,50
CHP,KPRD,19:00,4.945,1,0,0
KGLE,KLT,22:00,4.354,1,0,0
KQA,PERN,03:00,3.721,1,0,0
NBH,BGZ,01:00,7.215,817,0,50
PNSA,TBN,11:00,2.081,1,0,0
TELY,KHBJ,18:00,1.295,1,0,0
POE,ADQ,18:00,7.595,2313,0,50
BBM,BUT,05:00,8.662,3831,0,50
MTD,BQI,03:00,6.026,1813,0,50
JOL,PVR,22:00,2.621,1,0,0
NLDM,KNVT,22:00,3.004,1,0,0
AHO,BE,06:00,9.545,2478,0,50
BBK,AUB,06:00,11.885,5595,0,50
ARJ,DPS,06:00,11.704,6170,0,50
DLGN,DYD,21:00,3.619,1,0,0
ROI,DLR,23:00,3.428,1,0,0
DWG,IGP,18:00,3.857,1,0,0
KEB,KKLR,20:00,4.031,1,0,0
RKSN,DTO,01:00,14.135,5646,0,50
BUDI,KRE,20:00,33.405,15710,0,50
AP,AVRD,01:00,11.586,6878,0,50
MWQ,TDN,13:00,23.596,14268,0,50
BRST,HDN,12:00,14.947,8664,0,50
GMIA,JTW,18:00,3.805,1,0,0
HG,BHPI,21:00,1.213,1,0,0
DHN,ALLP,17:00,29.598,15571,0,50
NNA,MAO,23:00,4.430,1,0,0
BPO,MDNR,21:00,5.172,11,0,0
TRAN,JMDG,01:00,2.538,1,0,0
SGDP,KAT,18:00,4.683,1,0,0
DPA,MZC,17:00,6.074,980,0,50
KSG,VTM,23:00,4.271,1,0,0
DNT,BSL,15:00,11.265,4963,0,50
PNDM,CNDM,04:00,6.591,2232,0,50
MFC,GY,11:00,9.751,3896,0,50
GIZ,VLA,22:00,2.628,1,0,0
MSMD,VDV,08:00,4.138,1355,0,50
CH,BNG,00:00,5.615,511,0,50
BTJL,PLO,05:00,13.764,3789,0,50
KASR,DMM,02:00,25.893,12748,0,50
SL,NYY,13:00,7.296,1907,0,50
MAHE,LDU,23:00,1.528,99,0,2
BNLW,DDR,20:00,8.265,2285,0,50
JRLI,PMP,13:00,3.171,1,0,0
BDW,RPRD,16:00,2.752,1,0,0
MAQ,MABA,14:00,5.181,731,0,50
BHBK,DDJ,10:00,11.688,6782,0,50
SKHV,KQR,10:00,10.697,6715,0,50
BWR,BRYA,22:00,3.509,1,0,0
NNHT,SKT,05:00,3.593,843,0,50
NQR,BKG,11:00,85.579,46083,0,50
SMX,JUC,11:00,3.931,1,0,0
NIR,PUS,13:00,3.705,1503,0,50
G,BD,18:00,6.532,2090,0,50
KWGN,BN,19:00,3.360,1,0,0
HNS,KLZ,23:00,2.740,1,0,0
BAM,RSG,18:00,149.488,98324,1,21
KSV,COM,08:00,16.402,5065,0,50
DOE,SPE,03:00,9.312,3971,0,50
MAG,GRY,18:00,26.457,12589,0,50
RAJP,QLD,12:00,8.773,3753,0,50
AKLA,CPSN,03:00,3.384,1,0,0
SRGM,NMGA,21:00,2.266,1,0,0
BVQ,SORO,06:00,25.065,17509,0,50
DHW,TVI,10:00,7.017,4327,0,50
MDNR,WDA,18:00,2.682,1,0,0
RJK,MDE,00:00,4.773,969,0,50
MBI,BDL,02:00,36.820,17847,0,50
KMNR,HCR,21:00,3.640,1,0,0
ETR,LS,09:00,9.408,1910,0,50
KSX,RUSD,02:00,5.688,1590,0,50
IGU,NLDM,10:00,49.640,71057,0,50
SEH,JNTR,09:00,4.897,873,0,50
BJ,RKB,10:00,6.962,1306,0,50
VBL,CMDP,04:00,1.628,1,0,0
CHR,LDU,02:00,15.302,10101,0,50
FKG,HOL,19:00,7.871,2745,0,50
RANI,MKO,06:00,33.795,16567,0,50
NCBD,GKL,19:00,3.647,1,0,0
NGAN,JND,04:00,5.263,1331,0,50
TIBI,SVRP,12:00,7.867,1648,0,50
LAT,BUP,10:00,5.135,1,0,0
PAY,MDE,19:00,12.233,5198,0,50
BWT,GMTO,14:00,5.930,2020,0,50
SMI,HTC,21:00,3.918,1,0,0
SVRP,DZB,04:00,1.561,1,0,0
VZR,KUDL,03:00,7.718,1583,0,50
MPJ,CPA,00:00,13.342,2416,0,50
CHH,HTCY,21:00,4.711,1,0,0
PPD,NKM,19:00,4.812,1,0,0
BTP,GLG,10:00,6.191,1346,0,50
RUSD,MURD,23:00,4.168,1,0,0
BHKD,SMET,21:00,1.320,1,0,0
BNTL,SAN,17:00,3.703,1,0,0
KTYM,GNPR,23:00,14.163,6437,0,50
WKR,KART,11:00,159.530,112085,1,42
WADI,BOR,16:00,29.142,9517,0,50
PNDM,NCBD,07:00,23.402,15305,0,50
BWT,YPR,21:00,92.333,40024,0,50
VSG,KDU,15:00,5.800,782,0,50
BVRT,BPRS,00:00,7.743,3771,0,50
OGL,MDN,02:00,131.240,50168,1,22
LJR,ANK,17:00,4.712,1,0,0
SELU,STPD,05:00,6.748,2197,0,50
BGU,JAPN,17:00,1.658,1,0,0
VM,CHV,08:00,15.686,5601,0,50
SMLA,GBE,19:00,2.854,1,0,0
TKC,LTT,02:00,14.557,3147,0,50
PHD,RBZ,07:00,7.191,2056,0,50
WKI,KNNA,21:00,4.397,1,0,0
SEGM,NITR,11:00,133.336,44632,1,27
GLI,HPP,06:00,11.775,1713,0,50
KSF,SDLP,19:00,8.489,1309,0,50
SRJM,GUV,12:00,184.624,85174,1,35
CAN,DKE,17:00,9.455,8227,0,50
BNDA,SFMU,02:00,9.368,4959,0,50
BKP,PLM,05:00,65.520,78876,0,50
KAWT,BSDP,21:00,3.792,1,0,0
HIJ,PRNR,10:00,142.547,91815,1,28
CKR,PURI,14:00,6.238,1674,0,50
NIR,KGM,14:00,8.798,2959,0,50
MKN,HLZ,17:00,1.378,1,0,0
SIL,SAU,11:00,9.367,4515,0,50
SIW,VRLR,06:00,5.000,2803,0,50
NCA,ANR,03:00,11.885,6046,0,50
PRNC,NSD,02:00,3.516,1,0,0
GPH,GMH,16:00,122.856,55693,1,13
ABR,BEAS,16:00,12.223,5449,0,50
CAR,BXL,20:00,35.314,25041,0,50
NKP,DDP,23:00,4.058,1,0,0
SHM,BFP,06:00,18.272,4661,0,50
BGO,NGG,08:00,16.103,6902,0,50
PAR,SNSI,12:00,11.949,2123,0,50
CWN,GHNA,08:00,6.258,1410,0,50
CTYL,BDZ,00:00,8.233,5057,0,50
RDRA,GHD,09:00,16.171,7878,0,50
NK,RBL,22:00,9.163,1609,0,50
TBM,SOT,05:00,136.568,150621,1,40
RGD,SBC,18:00,16.683,7614,0,50
BC,NNN,21:00,3.107,1,0,0
DPA,NIP,21:00,11.813,4136,0,50
SPTR,NRG,00:00,14.049,6372,0,50
MDP,BYL,02:00,24.019,10988,0,50
JKE,KJZ,09:00,8.570,4415,0,50
KMC,DDN,20:00,23.753,8908,0,50
JER,MAKM,03:00,4.221,1124,0,50
JBW,JVN,23:00,2.779,1,0,0
SAH,BMJ,11:00,6.313,2955,0,50
KCG,AKLA,01:00,1.127,1,0,0
KBSH,PRP,00:00,13.831,5781,0,50
TKA,VDL,06:00,4.381,1982,0,50
BPL,SMLA,16:00,15.889,4389,0,50
GAG,VLR,21:00,3.150,1,0,0
SFMU,QLD,16:00,12.914,6733,0,50
SAPE,SHU,00:00,24.586,15363,0,50
VTN,VAJ,14:00,3.021,1,0,0
PNME,MDLE,07:00,6.253,1730,0,50
NAM,SGLA,12:00,2.756,1,0,0
ETK,NCJ,20:00,4.190,1,0,0
KKLR,BNCE,05:00,58.796,30481,0,50
PDWA,BOE,12:00,10.499,4243,0,50
BDWS,BJRI,06:00,4.479,1066,0,50
DJG,AVN,00:00,391.295,404862,1,43
MGE,KNE,06:00,118.543,103988,0,50
GDYA,SEY,14:00,10.960,2198,0,50
BGAN,GBX,05:00,5.400,2025,0,50
GDO,POT,17:00,7.659,2809,0,50
MQ,AYC,01:00,8.243,4480,0,50
TAZ,SRF,20:00,1.274,1,0,0
SRF,NPD,07:00,5.841,2472,0,50
MOBD,HA,21:00,2.748,1,0,0
WLGN,CHL,15:00,8.190,2693,0,50
BGSF,LLBR,05:00,1.730,1,0,0
SHRG,RSNR,06:00,7.742,3580,0,50
APR,KEG,13:00,6.943,3550,0,50
DTC,YLM,18:00,3.449,1,0,0
SMCP,MJ,12:00,94.965,72367,0,50
NLV,BDCR,06:00,8.023,3485,0,50
SGR,DBD,14:00,68.132,46523,0,50
KRJ,BNN,17:00,6.839,2861,0,50
BJD,LGT,21:00,2.504,1,0,0
AO,NQR,20:00,6.869,1582,0,50
SGLA,BDJ,21:00,3.444,1,0,0
UKE,MIL,00:00,5.342,1111,0,50
KYQ,PAS,10:00,4.438,3433,0,50
BHC,GNA,21:00,13.295,9016,0,50
KGI,KMS,18:00,12.946,4582,0,50
BRR,MRE,08:00,4.927,584,0,50
SUR,BWN,10:00,7.861,2611,0,50
BZG,MRTL,22:00,2.515,1,0,0
NBH,KJI,14:00,6.514,2072,0,50
ROZA,PDR,15:00,6.816,3091,0,50
DHO,NSD,12:00,9.302,2591,0,50
BRAM,BLH,05:00,6.162,3260,0,50
JGM,ROHA,11:00,4.842,698,0,50
VKH,NJP,06:00,20.313,16981,0,50
UD,DVL,14:00,10.656,1685,0,50
KOAA,PTB,23:00,4.099,1,0,0
KUD,DUB,15:00,6.702,3808,0,50
JSGR,BEHS,21:00,3.798,1,0,0
DNA,ABKP,08:00,10.871,6118,0,50
ASKN,KNW,14:00,5.719,1009,0,50
AVK,TDU,03:00,2.859,1,0,0
DIA,DZB,11:00,1.176,1,0,0
VKN,KKN,07:00,9.254,2603,0,50
KOAA,KPV,14:00,1.423,1,0,0
CMU,KNHE,14:00,27.154,9206,0,50
KKA,ERN,11:00,9.741,5334,0,50
CRP,MNO,12:00,5.032,618,0,50
LPI,AD,20:00,7.343,3280,0,50
ADRA,AZR,05:00,5.958,1797,0,50
SGUJ,ARK,20:00,1.343,1,0,0
BLZ,FBG,08:00,1.345,1,0,0
KMM,SAI,10:00,3.600,1,0,0
MIM,DAS,12:00,1.596,1,0,0
JNR,GAJB,01:00,1.152,1,0,0
TOM,EKC,09:00,3.379,1,0,0
SDAH,BHS,06:00,24.722,8694,0,50
MVJ,SDGM,02:00,1.402,1,0,0
LLI,HDK,21:00,3.447,1,0,0
KUE,MJG,20:00,7.411,2220,0,50
ANKL,KSC,16:00,14.164,7418,0,50
PDPL,AUBR,23:00,4.523,1,0,0
KKP,BQI,22:00,13.633,6130,0,50
DWZ,BWO,09:00,3.432,1,0,0
JKN,KCC,17:00,11.470,4336,0,50
JTW,SRR,21:00,14.248,4901,0,50
NRG,PJ,06:00,15.692,8328,0,50
MSH,NRT,07:00,14.884,5759,0,50
GBE,SEP,17:00,2.832,1,0,0
UJN,UJ,19:00,143.693,145196,0,50
PM,AB,20:00,3.817,1,0,0
NDB,ABI,01:00,12.257,5286,0,50
PLG,DO,19:00,25.699,10029,0,50
BCA,ASR,14:00,6.792,1763,0,50
SPDM,OGL,06:00,6.348,1260,0,50
BNKI,NNO,09:00,3.921,6,0,0
RXL,KLL,15:00,14.235,5639,0,50
HZD,BINR,02:00,6.238,3954,0,50
MOTC,KAT,13:00,43.200,22835,0,50
PVR,SYN,01:00,13.297,3412,0,50
JRMA,BGWI,07:00,10.801,1931,0,50
HNA,PUU,22:00,4.843,1,0,0
JUJA,NPS,15:00,10.511,2388,0,50
NUA,NHH,08:00,14.873,2683,0,50
STD,MOF,14:00,16.885,2929,0,50
AFK,KTPR,15:00,3.088,1,0,0
BRSR,THO,02:00,10.066,2340,0,50
MTP,BTW,20:00,24.459,10981,0,50
BZU,PMY,15:00,26.415,12039,0,50
BOF,PRT,21:00,6.313,4091,0,50
LKR,BDU,19:00,10.793,5640,0,50
LMT,WSA,03:00,6.102,4436,0,50
SDPT,AGN,16:00,3.519,1,0,0
KCC,LMK,07:00,12.992,5704,0,50
KKET,KRBA,02:00,6.745,4147,0,50
MKDD,JON,01:00,33.167,28417,0,50
TET,BOT,19:00,5.656,1197,0,50
MDJN,DAA,08:00,5.570,1,0,0
KMU,PNW,19:00,13.145,5329,0,50
NJP,BDW,20:00,19.621,9828,0,50
JJG,PAN,20:00,6.483,963,0,50
KEI,JRLI,16:00,2.469,1,0,0
BGP,DXN,13:00,21.727,14415,0,50
GHUM,SMVJ,18:00,5.533,1,0,0
MNI,KJV,05:00,9.141,5180,0,50
RUSD,JGLP,19:00,7.333,4494,0,50
KKLU,SMK,13:00,3.292,1,0,0
TISI,RBL,10:00,18.577,6620,0,50
BKJ,GNO,21:00,3.435,1,0,0
MLN,AH,08:00,9.505,2603,0,50
IDG,MRBL,00:00,4.083,789,0,50
PEP,JMD,16:00,6.877,2292,0,50
LHA,ISA,12:00,2.540,1,0,0
BXK,BWR,10:00,2.377,1,0,0
NH,BSDR,01:00,90.861,71758,0,50
STPD,RDL,08:00,18.188,6442,0,50
TVI,BTW,08:00,62.614,26616,0,50
AMPA,KYQ,15:00,13.321,7110,0,50
JAPN,NDD,00:00,3.811,1,0,0
HAB,JHN,01:00,16.237,8231,0,50
RPRD,JTP,14:00,1.865,1,0,0
GKC,BKRO,16:00,1.142,1,0,0
SKI,MRPR,12:00,14.949,5771,0,50
HTK,SINI,05:00,30.292,18876,0,50
MLAR,WKI,13:00,5.433,1,0,0
KLBN,BLP,16:00,22.094,11598,0,50
BXN,BRWD,23:00,4.845,1,0,0
KRA,DEC,00:00,4.987,1,0,0
VRG,KUA,12:00,8.774,1557,0,50
VARD,BRKA,09:00,7.619,1755,0,50
BKN,ASH,05:00,14.350,5119,0,50
ANR,TLV,09:00,5.997,3309,0,50
JWS,BVC,09:00,4.288,1,0,0
AMG,GLG,18:00,9.820,1814,0,50
BST,KLV,11:00,8.410,2164,0,50
FTP,BPRS,21:00,10.124,2999,0,50
SHF,BNR,08:00,4.831,3,0,0
UKL,ISA,07:00,6.184,2622,0,50
KOJ,STKT,10:00,6.302,2270,0,50
MRGA,YLK,19:00,12.080,4476,0,50
MAI,WAB,02:00,8.299,3945,0,50
FPS,MRT,23:00,3.381,1,0,0
BTK,JKE,00:00,12.373,3084,0,50
JHL,VKH,08:00,18.700,9968,0,50
RJPB,LUNI,23:00,3.904,1,0,0
BTW,KPD,13:00,46.116,20175,0,50
LMG,LUR,04:00,61.135,33288,0,50
RDL,DLGN,20:00,1.764,1,0,0
SHRN,KHT,08:00,16.542,6155,0,50
GGC,SGAC,06:00,9.610,2761,0,50
PGT,CLX,04:00,50.167,24046,0,50
BBN,KUE,08:00,59.517,16118,0,50
NSU,DURE,05:00,10.442,1536,0,50
VDN,SGP,13:00,18.930,6831,0,50
MAG,HG,03:00,21.699,10409,0,50
MLDT,MLPR,03:00,8.122,1165,0,50
ZW,KIUL,03:00,8.977,1414,0,50
NAB,SDB,11:00,4.586,1,0,0
CRR,JPL,18:00,38.315,16896,0,50
YG,PPTA,21:00,5.642,1,0,0
GDR,MYS,07:00,32.479,21151,0,50
MHBA,RRE,14:00,18.125,6191,0,50
KMJ,COD,17:00,5.091,1,0,0
JMT,BSYA,00:00,12.007,4184,0,50
SLNA,KOP,17:00,4.376,1,0,0
MAAR,TDO,05:00,8.419,1675,0,50
BRC,VARD,14:00,72.778,42336,0,50
TEN,MQO,17:00,13.435,5251,0,50
HML,LMNR,11:00,9.767,2499,0,50
SOL,ARV,03:00,3.332,1,0,0
PTRD,RPJ,13:00,9.902,1805,0,50
BP,BBN,19:00,6.856,1075,0,50
NWH,DYD,11:00,12.618,2714,0,50
SRE,APR,22:00,10.395,2862,0,50
VJPJ,BTA,22:00,9.433,1719,0,50
KMLR,KWM,23:00,2.960,1,0,0
BJ,KQI,18:00,5.557,1672,0,50
SNF,KRR,14:00,8.331,2583,0,50
GGC,IZN,11:00,6.108,988,0,50
FDN,LD,04:00,48.534,27248,0,50
MED,RDHP,10:00,9.882,2839,0,50
JID,MRPR,12:00,34.699,14390,0,50
TKD,KRY,08:00,10.462,3253,0,50
MKN,PNE,20:00,6.708,1,0,0
SVDK,VSU,10:00,30.279,7992,0,50
JSME,KIT,19:00,26.294,4956,0,50
MRE,REJ,14:00,19.948,9103,0,50
MJBK,SAV,22:00,4.480,1,0,0
KOU,CNV,23:00,3.161,1,0,0
BME,BCA,20:00,4.983,1,0,0
ABP,KHNM,15:00,18.015,5256,0,50
SKI,GD,21:00,5.491,1,0,0
DISA,BD,07:00,4.919,1,0,0
SRTN,DNR,10:00,8.401,2300,0,50
ANO,KVK,23:00,1.332,1,0,0
NAC,DBF,22:00,1.296,1,0,0
PPR,AKRD,18:00,5.885,1048,0,50
KOV,TNGL,16:00,6.253,3431,0,50
ANO,PMP,20:00,6.260,1341,0,50
PAN,LJN,03:00,10.850,1959,0,50
NBPH,GDG,15:00,3.347,1,0,0
HRI,SDN,19:00,15.968,13233,0,50
GUD,EKMA,17:00,3.934,1,0,0
CTA,LKG,22:00,2.477,1,0,0
RRME,ADTP,23:00,3.209,1,0,0
YY,COA,16:00,2.842,1,0,0
YLG,SGF,02:00,188.402,140678,1,10
GAR,ABI,00:00,18.700,7239,0,50
ATUL,PRGR,08:00,3.221,1,0,0
SGZ,NBQ,17:00,159.440,77225,1,34
BE,BSE,00:00,8.272,1607,0,50
PYHT,TRB,18:00,3.535,1,0,0
SEGM,NLR,19:00,4.691,1,0,0
RGD,SRY,20:00,20.849,8613,0,50
PCV,MUE,02:00,8.661,2741,0,50
BHW,JOL,11:00,12.809,4008,0,50
PMR,BGP,06:00,75.310,51469,0,50
JSME,OKHA,09:00,103.864,102153,0,50
AML,BDTS,07:00,16.573,4959,0,50
HIP,MAS,02:00,44.682,32407,0,50
NBL,SBE,13:00,9.871,4480,0,50
TWB,PBN,01:00,5.221,863,0,50
ADH,UJN,02:00,14.777,5261,0,50
LD,SOD,07:00,6.434,1967,0,50
NYG,BGNR,02:00,1.433,1,0,0
KTLA,SIOB,19:00,3.573,1,0,0
DJHR,PFR,11:00,8.183,3406,0,50
BAF,BSP,01:00,5.139,894,0,50
PHA,JRK,16:00,9.277,4326,0,50
GAYA,CTC,05:00,10.642,2007,0,50
SNF,ERS,09:00,7.566,2353,0,50
SALE,GAGA,22:00,5.636,1413,0,50
BTP,JRR,06:00,16.196,7510,0,50
TDLE,ALMR,07:00,3.087,1,0,0
MLTR,KOU,20:00,8.649,2698,0,50
DDJ,MAQ,15:00,4.863,1346,0,50
DAYG,VRLR,00:00,3.874,1251,0,50
MRHA,CW,08:00,2.498,1,0,0
KAJ,NHM,18:00,1.130,1,0,0
BOT,CJ,21:00,1.087,1,0,0
PLNI,KTT,20:00,2.522,1,0,0
KKK,KLBN,14:00,2.519,1,0,0
SEG,MZM,13:00,13.302,5197,0,50
BEM,NDH,16:00,3.771,1,0,0
LHW,DJHR,11:00,24.318,19370,0,50
PIT,DGR,19:00,4.157,1,0,0
GGN,SANR,06:00,8.164,4012,0,50
MBI,MEJ,12:00,6.837,2432,0,50
BNZ,BSE,22:00,10.182,4186,0,50
RK,PLSN,06:00,5.547,1084,0,50
JPH,KSP,03:00,5.819,1723,0,50
FAN,SRR,03:00,16.335,11683,0,50
SEP,NAT,17:00,3.271,1,0,0
BARH,DVL,17:00,13.952,3414,0,50
JRG,GNC,02:00,17.059,9963,0,50
AADR,CKA,12:00,5.447,1363,0,50
RNG,AVS,17:00,7.913,3365,0,50
DYW,MOBD,16:00,12.643,8015,0,50
SVKS,BDBA,13:00,6.406,4999,0,50
SHU,KMX,00:00,6.437,2697,0,50
HA,DLGN,22:00,1.346,1,0,0
PRT,BHG,07:00,3.663,1,0,0
TNR,BKTU,19:00,3.100,1,0,0
HRT,BPRS,06:00,6.308,2810,0,50
MFB,SIP,20:00,4.304,1,0,0
GLG,MIL,18:00,3.456,1,0,0
TDPR,SUNR,22:00,3.945,1,0,0
KGB,KCD,21:00,4.641,1017,0,50
VARD,NRY,02:00,5.977,4216,0,50
BNR,OKA,01:00,31.102,15280,0,50
KSD,MEX,09:00,9.968,3684,0,50
TNL,NBPH,20:00,22.107,23061,0,50
PDWA,NS,00:00,227.310,144657,0,50
BRSR,BXK,06:00,12.541,7959,0,50
PIP,SQN,15:00,9.528,2374,0,50
CGY,VDL,06:00,12.468,8493,0,50
RDF,BPRH,22:00,3.647,1,0,0
NS,PDR,22:00,3.752,1,0,0
GCT,DUB,02:00,6.829,1965,0,50
KOO,RN,15:00,9.260,1641,0,50
NGO,ZRDE,01:00,18.768,7678,0,50
BLM,HRT,11:00,14.844,4739,0,50
ULB,JHD,12:00,9.949,2122,0,50
SNP,KFD,11:00,8.014,2599,0,50
KLRE,BMKI,05:00,9.804,3741,0,50
NCB,HYT,18:00,20.635,6578,0,50
IBL,ABKP,01:00,7.150,4275,0,50
SMO,RGL,04:00,4.125,979,0,50
KAN,MBG,19:00,45.758,36398,0,50
KAH,SKZR,17:00,3.759,1,0,0
CTL,IGP,15:00,4.255,1,0,0
SOJN,KNVT,17:00,23.133,9465,0,50
SRNK,NHM,05:00,1.357,1,0,0
RTGH,NTSK,18:00,13.212,11807,0,50
MS,ARA,07:00,21.336,13416,0,50
JMRA,BRMT,22:00,2.733,1,0,0
NITR,BPC,17:00,7.053,1990,0,50
PRF,GMO,23:00,4.584,1,0,0
NGR,BAMR,09:00,5.249,1601,0,50
NYH,PIP,11:00,3.424,1,0,0
CNI,MKSR,21:00,3.457,1,0,0
BHNE,FKM,01:00,11.970,10481,0,50
HWX,NOQ,01:00,36.297,25317,0,50
SEM,BMT,18:00,4.476,1,0,0
KYF,MABD,06:00,22.444,10769,0,50
BKNG,SHF,16:00,13.923,3865,0,50
AJE,DJG,09:00,5.378,4485,0,50
TGN,GVR,20:00,2.585,1,0,0
AKRD,PGTN,02:00,5.399,1542,0,50
UB,JWO,00:00,5.451,2332,0,50
KS,PQN,09:00,6.114,1684,0,50
GRY,LKW,21:00,2.873,1,0,0
MON,DSO,00:00,35.807,25837,0,50
PND,KMQ,21:00,3.447,1,0,0
VAPI,ATH,12:00,43.343,26975,0,50
JNU,NSU,18:00,12.870,6610,0,50
GKJ,KLGD,18:00,3.629,1,0,0
DSR,RJN,05:00,9.265,4276,0,50
LBA,BQI,23:00,3.634,1,0,0
SMI,BPB,13:00,3.272,1,0,0
AK,BGND,18:00,109.727,114356,0,50
JGA,SBB,08:00,21.528,6347,0,50
BOE,CGN,06:00,112.731,54760,1,41
KGM,AKE,07:00,19.440,9296,0,50
GAJB,HAPA,18:00,3.801,1,0,0
PRNC,KZJ,05:00,3.992,1,0,0
HIJ,NFK,08:00,5.490,1152,0,50
MHQ,AAR,13:00,1.634,1,0,0
GDL,NMZ,15:00,5.696,1515,0,50
MAO,VN,21:00,3.597,1,0,0
SKI,NRZB,00:00,4.407,795,0,50
MAKR,SWNI,19:00,11.577,6277,0,50
